Updated,Type,Module,Source,F/P,Data
2026-06-24 07:33:18,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,108.162.192.162,0,hera.ns.cloudflare.com
2026-06-24 07:33:19,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,172.64.32.162,0,hera.ns.cloudflare.com
2026-06-24 07:33:19,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2803:f800:50::6ca2:c0a2,0,hera.ns.cloudflare.com
2026-06-24 07:33:19,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,173.245.58.162,0,hera.ns.cloudflare.com
2026-06-24 07:33:19,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2a06:98c1:50::ac40:20a2,0,hera.ns.cloudflare.com
2026-06-24 07:33:18,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2606:4700:50::adf5:3aa2,0,hera.ns.cloudflare.com
2026-06-24 07:33:15,PROVIDER_DNS,sfp_dnsraw,example.com,0,hera.ns.cloudflare.com
2026-06-24 07:33:16,AFFILIATE_INTERNET_NAME,sfp_dnsraw,example.com,0,hera.ns.cloudflare.com
2026-06-24 07:33:17,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: CLOUDFLARE.COM
   Registry Domain ID: 1542998887_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.cloudflare.com
   Registrar URL: http://www.cloudflare.com
   Updated Date: 2024-01-09T16:45:28Z
   Creation Date: 2009-02-17T22:07:54Z
   Registry Expiry Date: 2033-02-17T22:07:54Z
   Registrar: Cloudflare, Inc.
   Registrar IANA ID: 1910
   Registrar Abuse Contact Email: registrar-abuse@cloudflare.com
   Registrar Abuse Contact Phone: +1.6503198930
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: ",0,registrar-abuse@cloudflare.com
2026-06-24 07:33:15,DNS_TEXT,sfp_dnsraw,example.com,0,v=spf1 -all
2026-06-24 07:33:15,DNS_SPF,sfp_dnsraw,example.com,0,v=spf1 -all
