Updated,Type,Module,Source,F/P,Data
2026-06-24 07:36:14,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,yunrtab-in-f27.1e100.net,0,1e100.net
2026-06-24 07:36:13,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,aspmx.l.google.com,0,2404:6800:4000:1025::1a
2026-06-24 07:36:10,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,alt1.aspmx.l.google.com,0,2404:6800:4008:c01::1a
2026-06-24 07:36:13,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,aspmx2.googlemail.com,0,2404:6800:4008:c01::1a
2026-06-24 07:36:11,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,aspmx3.googlemail.com,0,2404:6800:400b:c01b::1a
2026-06-24 07:36:09,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,alt2.aspmx.l.google.com,0,2404:6800:400b:c01b::1b
2026-06-24 07:36:10,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,ns1.linode.com,0,2600:14c0:6::2
2026-06-24 07:36:11,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,ns2.linode.com,0,2600:14c0:6::3
2026-06-24 07:36:12,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,ns5.linode.com,0,2600:14c0:7::2
2026-06-24 07:36:09,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,ns3.linode.com,0,2600:14c0:7::3
2026-06-24 07:36:13,AFFILIATE_IPV6_ADDRESS,sfp_dnsresolve,ns4.linode.com,0,2600:14c0:7::4
2026-06-24 07:36:07,IPV6_ADDRESS,sfp_dnsresolve,scanme.nmap.org,0,2600:3c01::f03c:91ff:fe18:bb2f
2026-06-24 07:36:07,IP_ADDRESS,sfp_dnsresolve,scanme.nmap.org,0,45.33.32.156
2026-06-24 07:36:10,AFFILIATE_IPADDR,sfp_dnsresolve,ns1.linode.com,0,92.123.94.2
2026-06-24 07:36:11,AFFILIATE_IPADDR,sfp_dnsresolve,ns2.linode.com,0,92.123.94.3
2026-06-24 07:36:12,AFFILIATE_IPADDR,sfp_dnsresolve,ns5.linode.com,0,92.123.95.2
2026-06-24 07:36:09,AFFILIATE_IPADDR,sfp_dnsresolve,ns3.linode.com,0,92.123.95.3
2026-06-24 07:36:13,AFFILIATE_IPADDR,sfp_dnsresolve,ns4.linode.com,0,92.123.95.4
2026-06-24 07:36:09,DOMAIN_REGISTRAR,sfp_whois,nmap.org,0,DYNADOT LLC
2026-06-24 07:36:09,DOMAIN_WHOIS,sfp_whois,nmap.org,0,"Domain Name: nmap.org
Registry Domain ID: REDACTED
Registrar WHOIS Server: whois.dynadot.com
Registrar URL: http://www.dynadot.com
Updated Date: 2026-04-10T17:35:09Z
Creation Date: 1999-01-18T05:00:00Z
Registry Expiry Date: 2029-01-18T05:00:00Z
Registrar: Dynadot Inc
Registrar IANA ID: 472
Registrar Abuse Contact Email: abuse@dynadot.com
Registrar Abuse Contact Phone: +1.6502620100
Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
Name Server: ns1.linode.com
Name Server: ns2.linode.com
Name Server: ns3.linode.com
Name Server: ns4.linode.com
Name Server: ns5.linode.com
DNSSEC: unsigned
URL of the ICANN Whois Inaccuracy Complaint Form: https://icann.org/wicf/
>>> Last update of WHOIS database: 2026-06-24T07:36:08Z <<<

For more information on Whois status codes, please visit https://icann.org/epp

Terms of Use: Access to Public Interest Registry WHOIS information is provided to assist persons in determining the contents of a domain name registration re"
2026-06-24 07:36:09,AFFILIATE_EMAILADDR,sfp_email,"Domain Name: nmap.org
Registry Domain ID: REDACTED
Registrar WHOIS Server: whois.dynadot.com
Registrar URL: http://www.dynadot.com
Updated Date: 2026-04-10T17:35:09Z
Creation Date: 1999-01-18T05:00:00Z
Registry Expiry Date: 2029-01-18T05:00:00Z
Registrar: Dynadot Inc
Registrar IANA ID: 472
Registrar Abuse Contact Email: abuse@dynadot.com
Registrar Abuse Contact Phone: +1.6502620100
Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
Name Server: ns1.linode.com
Name Server: ns2.linode.com
Name Server: ns3.linode.com
Name Server: ns4.linode.com
Name Server: ns5.linode.com
DNSSEC: unsigned
URL of the ICANN Whois Inaccuracy Complaint Form: https://icann.org/wicf/
>>> Last update of WHOIS database: 2026-06-24T07:36:08Z <<<

For more information on Whois status codes, please visit https://icann.org/epp

Terms of Use: Access to Public Interest Registry WHOIS information is provided to assist persons in determining the contents of a domain name registration re",0,abuse@dynadot.com
2026-06-24 07:36:13,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: GOOGLEMAIL.COM
   Registry Domain ID: 75120457_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2026-06-16T10:13:11Z
   Creation Date: 2001-07-18T10:51:05Z
   Registry Expiry Date: 2027-07-18T10:51:05Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: ",0,abusecomplaints@markmonitor.com
2026-06-24 07:36:15,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: AKASHIELD.NET
   Registry Domain ID: 2879387760_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2026-04-06T12:46:02Z
   Creation Date: 2024-05-08T17:36:17Z
   Registry Expiry Date: 2027-05-08T17:36:17Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server:",0,abusecomplaints@markmonitor.com
2026-06-24 07:36:18,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: 1E100.NET
   Registry Domain ID: 1570253561_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2025-08-24T10:14:44Z
   Creation Date: 2009-09-25T05:40:03Z
   Registry Expiry Date: 2026-09-25T05:40:03Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: NS1",0,abusecomplaints@markmonitor.com
2026-06-24 07:36:12,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: GOOGLE.COM
   Registry Domain ID: 2138514_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2019-09-09T15:39:04Z
   Creation Date: 1997-09-15T04:00:00Z
   Registry Expiry Date: 2028-09-14T04:00:00Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: NS1.G",0,abusecomplaints@markmonitor.com
2026-06-24 07:36:11,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: LINODE.COM
   Registry Domain ID: 94382922_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2024-04-15T22:00:14Z
   Creation Date: 2003-01-26T00:03:21Z
   Registry Expiry Date: 2027-01-26T00:03:21Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: A1-2",0,abusecomplaints@markmonitor.com
2026-06-24 07:36:12,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,c2-3.akashield.net,0,akashield.net
2026-06-24 07:36:08,PROVIDER_MAIL,sfp_dnsraw,nmap.org,0,alt1.aspmx.l.google.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,alt1.aspmx.l.google.com
2026-06-24 07:36:08,PROVIDER_MAIL,sfp_dnsraw,nmap.org,0,alt2.aspmx.l.google.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,alt2.aspmx.l.google.com
2026-06-24 07:36:08,PROVIDER_MAIL,sfp_dnsraw,nmap.org,0,aspmx.l.google.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,aspmx.l.google.com
2026-06-24 07:36:08,PROVIDER_MAIL,sfp_dnsraw,nmap.org,0,aspmx2.googlemail.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,aspmx2.googlemail.com
2026-06-24 07:36:08,PROVIDER_MAIL,sfp_dnsraw,nmap.org,0,aspmx3.googlemail.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,aspmx3.googlemail.com
2026-06-24 07:36:14,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,92.123.94.2,0,c1-2.akashield.net
2026-06-24 07:36:14,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2600:14c0:6::2,0,c1-2.akashield.net
2026-06-24 07:36:15,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,92.123.94.3,0,c1-3.akashield.net
2026-06-24 07:36:15,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2600:14c0:6::3,0,c1-3.akashield.net
2026-06-24 07:36:16,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,92.123.95.2,0,c2-2.akashield.net
2026-06-24 07:36:16,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2600:14c0:7::2,0,c2-2.akashield.net
2026-06-24 07:36:12,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,92.123.95.3,0,c2-3.akashield.net
2026-06-24 07:36:12,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2600:14c0:7::3,0,c2-3.akashield.net
2026-06-24 07:36:16,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,92.123.95.4,0,c2-4.akashield.net
2026-06-24 07:36:16,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2600:14c0:7::4,0,c2-4.akashield.net
2026-06-24 07:36:08,DNS_TEXT,sfp_dnsraw,nmap.org,0,google-site-verification=SrtYpJGxZzMTcczZG44XtLVK-sEPit9bputDjWc0lF4
2026-06-24 07:36:10,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,alt1.aspmx.l.google.com,0,google.com
2026-06-24 07:36:09,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,alt2.aspmx.l.google.com,0,google.com
2026-06-24 07:36:10,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,alt2.aspmx.l.google.com,0,google.com
2026-06-24 07:36:13,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,aspmx.l.google.com,0,google.com
2026-06-24 07:36:10,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,aspmx3.googlemail.com,0,googlemail.com
2026-06-24 07:36:11,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,aspmx3.googlemail.com,0,googlemail.com
2026-06-24 07:36:12,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,aspmx2.googlemail.com,0,googlemail.com
2026-06-24 07:36:17,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,192.178.211.26,0,lcbomp-in-f26.1e100.net
2026-06-24 07:36:17,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2404:6800:4000:1025::1a,0,lcbomp-in-f26.1e100.net
2026-06-24 07:36:10,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,ns1.linode.com,0,linode.com
2026-06-24 07:36:09,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,ns3.linode.com,0,linode.com
2026-06-24 07:36:09,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,ns3.linode.com,0,linode.com
2026-06-24 07:36:13,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,ns4.linode.com,0,linode.com
2026-06-24 07:36:11,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,ns2.linode.com,0,linode.com
2026-06-24 07:36:11,AFFILIATE_DOMAIN_NAME,sfp_dnsresolve,ns5.linode.com,0,linode.com
2026-06-24 07:36:07,DOMAIN_NAME_PARENT,sfp_dnsresolve,scanme.nmap.org,0,nmap.org
2026-06-24 07:36:08,RAW_DNS_RECORDS,sfp_dnsraw,nmap.org,0,"nmap.org. 3600 IN MX 10 ASPMX3.GOOGLEMAIL.COM.
nmap.org. 3600 IN MX 10 ASPMX2.GOOGLEMAIL.COM.
nmap.org. 3600 IN MX 1 ASPMX.L.GOOGLE.COM.
nmap.org. 3600 IN MX 5 ALT2.ASPMX.L.GOOGLE.COM.
nmap.org. 3600 IN MX 5 ALT1.ASPMX.L.GOOGLE.COM."
2026-06-24 07:36:08,RAW_DNS_RECORDS,sfp_dnsraw,nmap.org,0,"nmap.org. 616 IN NS ns1.linode.com.
nmap.org. 616 IN NS ns2.linode.com.
nmap.org. 616 IN NS ns5.linode.com.
nmap.org. 616 IN NS ns4.linode.com.
nmap.org. 616 IN NS ns3.linode.com."
2026-06-24 07:36:08,RAW_DNS_RECORDS,sfp_dnsraw,nmap.org,0,"nmap.org. 656 IN TXT ""google-site-verification=SrtYpJGxZzMTcczZG44XtLVK-sEPit9bputDjWc0lF4""
nmap.org. 656 IN TXT ""v=spf1 a mx ptr ip4:50.116.1.184 ip6:2600:3c01::f03c:91ff:fe98:ff4e ip6:2600:3c01:e000:3e6::6d4e:7061 include:_spf.google.com ~all"""
2026-06-24 07:36:08,PROVIDER_DNS,sfp_dnsraw,nmap.org,0,ns1.linode.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,ns1.linode.com
2026-06-24 07:36:08,PROVIDER_DNS,sfp_dnsraw,nmap.org,0,ns2.linode.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,ns2.linode.com
2026-06-24 07:36:08,PROVIDER_DNS,sfp_dnsraw,nmap.org,0,ns3.linode.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,ns3.linode.com
2026-06-24 07:36:08,PROVIDER_DNS,sfp_dnsraw,nmap.org,0,ns4.linode.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,ns4.linode.com
2026-06-24 07:36:08,PROVIDER_DNS,sfp_dnsraw,nmap.org,0,ns5.linode.com
2026-06-24 07:36:09,AFFILIATE_INTERNET_NAME,sfp_dnsraw,nmap.org,0,ns5.linode.com
2026-06-24 07:36:07,INTERNET_NAME,sfp_dnsresolve,2600:3c01::f03c:91ff:fe18:bb2f,0,scanme.nmap.org
2026-06-24 07:36:08,INTERNET_NAME,sfp_dnsresolve,45.33.32.156,0,scanme.nmap.org
2026-06-24 07:36:06,INTERNET_NAME,SpiderFoot UI,scanme.nmap.org,0,scanme.nmap.org
2026-06-24 07:36:15,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,108.177.125.26,0,tp-in-f26.1e100.net
2026-06-24 07:36:14,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,2404:6800:4008:c01::1a,0,tp-in-f26.1e100.net
2026-06-24 07:36:16,AFFILIATE_INTERNET_NAME,sfp_dnsresolve,108.177.125.27,0,tp-in-f27.1e100.net
2026-06-24 07:36:08,DNS_TEXT,sfp_dnsraw,nmap.org,0,v=spf1 a mx ptr ip4:50.116.1.184 ip6:2600:3c01::f03c:91ff:fe98:ff4e ip6:2600:3c01:e000:3e6::6d4e:7061 include:_spf.google.com ~all
2026-06-24 07:36:08,DNS_SPF,sfp_dnsraw,nmap.org,0,v=spf1 a mx ptr ip4:50.116.1.184 ip6:2600:3c01::f03c:91ff:fe98:ff4e ip6:2600:3c01:e000:3e6::6d4e:7061 include:_spf.google.com ~all
2026-06-24 07:36:13,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: GOOGLEMAIL.COM
   Registry Domain ID: 75120457_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2026-06-16T10:13:11Z
   Creation Date: 2001-07-18T10:51:05Z
   Registry Expiry Date: 2027-07-18T10:51:05Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: ",0,whoisrequest@markmonitor.com
2026-06-24 07:36:15,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: AKASHIELD.NET
   Registry Domain ID: 2879387760_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2026-04-06T12:46:02Z
   Creation Date: 2024-05-08T17:36:17Z
   Registry Expiry Date: 2027-05-08T17:36:17Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server:",0,whoisrequest@markmonitor.com
2026-06-24 07:36:18,AFFILIATE_EMAILADDR,sfp_email,"   Domain Name: 1E100.NET
   Registry Domain ID: 1570253561_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2025-08-24T10:14:44Z
   Creation Date: 2009-09-25T05:40:03Z
   Registry Expiry Date: 2026-09-25T05:40:03Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: NS1",0,whoisrequest@markmonitor.com
